,MOF,Solv_remove,Formula,Type,Node-file
6893,KANCIN,FSR,C4O8Zn2,Type-1,KANCIN_FSR_pacman_node0
6894,KANDAG,ASR,C4O8Zn2,Type-1,KANDAG_ASR_pacman_node0
6895,KANDAG,FSR,C4O8Zn2,Type-1,KANDAG_FSR_pacman_node0
6896,KANDEK,ASR,C4O8Zn2,Type-1,KANDEK_ASR_pacman_node0
6897,KANDEK,FSR,C4O8Zn2,Type-1,KANDEK_FSR_pacman_node0
6898,KANDIO,ASR,C4O8Zn2,Type-1,KANDIO_ASR_pacman_node0
6899,KANDIO,FSR,C4O8Zn2,Type-1,KANDIO_FSR_pacman_node0
14895,KAPHOZ,ion,K2Zn1,Type-1,KAPHOZ_ion_pacman_node0
9948,KAPRIG,ASR,C8H4Mg3O18,Type-1,KAPRIG_ASR_pacman_node0
10002,KAPRIG,FSR,C8H8Mg3O20,Type-1,KAPRIG_FSR_pacman_node0
3245,KAQBOW,ASR,C2O4Zn1,Type-1,KAQBOW_ASR_pacman_node0
3246,KAQBOW,FSR,C2O4Zn1,Type-1,KAQBOW_FSR_pacman_node0
8896,KARLAS,ASR,C6Ni3O13,Type-1,KARLAS_ASR_pacman_node0
8897,KARLAS,FSR,C6Ni3O13,Type-1,KARLAS_FSR_pacman_node0
8898,KARLIA,ASR,C6Ni3O13,Type-1,KARLIA_ASR_pacman_node0
8899,KARLIA,FSR,C6Ni3O13,Type-1,KARLIA_FSR_pacman_node0
8900,KARMAT,ASR,C6Ni3O13,Type-1,KARMAT_ASR_pacman_node0
8901,KARMAT,FSR,C6Ni3O13,Type-1,KARMAT_FSR_pacman_node0
5292,KARNID,ASR,C4Cu2O8,Type-1,KARNID_ASR_pacman_node0
17566,KASDOA,ASR,Zn1,Type-1,KASDOA_ASR_pacman_node0
17567,KASDOA,FSR,Zn1,Type-1,KASDOA_FSR_pacman_node0
6900,KASLUO,ASR,C4O8Zn2,Type-1,KASLUO_ASR_pacman_node0
6901,KASLUO,FSR,C4O8Zn2,Type-1,KASLUO_FSR_pacman_node0
12444,KASPOL,ASR,Cu1,Type-1,KASPOL_ASR_pacman_node0
12445,KASPOL,FSR,Cu1,Type-1,KASPOL_FSR_pacman_node0
9663,KASRAZ,ASR,C8Cd4O16,Type-1,KASRAZ_ASR_pacman_node0
9664,KASRED,ASR,C8Cd4O16,Type-1,KASRED_ASR_pacman_node0
3994,KASZOX,ASR,C3O6U1,Type-1,KASZOX_ASR_pacman_node0
4112,KASZOX,FSR,C3O8U1,Type-1,KASZOX_FSR_pacman_node0
1742,KATDAM,ASR,C2Cd1O4,Type-1,KATDAM_ASR_pacman_node0
1743,KATDAM,FSR,C2Cd1O4,Type-1,KATDAM_FSR_pacman_node0
2421,KATPED,ASR,C2Cu1O4,Type-1,KATPED_ASR_pacman_node0
2422,KATPED,FSR,C2Cu1O4,Type-1,KATPED_FSR_pacman_node0
6057,KATTOR,ion,C4H2Li1O9Zn1,Type-1,KATTOR_ion_pacman_node0
11464,KAVGAQ,ASR,Co1,Type-1,KAVGAQ_ASR_pacman_node0
11465,KAVGAQ,FSR,Co1,Type-1,KAVGAQ_FSR_pacman_node0
1060,KAVJEX,ASR,C12Nd3O24,Type-1,KAVJEX_ASR_pacman_node0
1061,KAVJEX,FSR,C12Nd3O24,Type-1,KAVJEX_FSR_pacman_node0
6482,KAVLID,ASR,C4Ni2O8,Type-1,KAVLID_ASR_pacman_node0
6483,KAVLID,FSR,C4Ni2O8,Type-1,KAVLID_FSR_pacman_node0
2137,KAVNIH,ASR,C2Co1O4,Type-1,KAVNIH_ASR_pacman_node0
2138,KAVNIH,FSR,C2Co1O4,Type-1,KAVNIH_FSR_pacman_node0
11466,KAVREG,ASR,Co1,Type-1,KAVREG_ASR_pacman_node0
11467,KAVREG,FSR,Co1,Type-1,KAVREG_FSR_pacman_node0
15132,KAVRIK,ASR,Mg1,Type-1,KAVRIK_ASR_pacman_node1
15260,KAVRIK,ASR,Mg4,Type-1,KAVRIK_ASR_pacman_node0
15133,KAVRIK,FSR,Mg1,Type-1,KAVRIK_FSR_pacman_node1
15261,KAVRIK,FSR,Mg4,Type-1,KAVRIK_FSR_pacman_node0
17568,KAVROQ,ASR,Zn1,Type-1,KAVROQ_ASR_pacman_node0
17569,KAVROQ,FSR,Zn1,Type-1,KAVROQ_FSR_pacman_node0
7692,KAVTEI,ASR,C6Cd3O12,Type-1,KAVTEI_ASR_pacman_node0
7693,KAVTEI,FSR,C6Cd3O12,Type-1,KAVTEI_FSR_pacman_node0
15452,KAWBOB,ASR,Mn1,Type-1,KAWBOB_ASR_pacman_node1
15661,KAWBOB,ASR,Mn2,Type-1,KAWBOB_ASR_pacman_node0
15453,KAWBOB,FSR,Mn1,Type-1,KAWBOB_FSR_pacman_node1
15662,KAWBOB,FSR,Mn2,Type-1,KAWBOB_FSR_pacman_node0
1091,KAWHEY,ASR,C12O25Zn6,Type-1,KAWHEY_ASR_pacman_node0
2197,KAXDAR,ASR,C2Co1O4,Type-2,KAXDAR_ASR_pacman_node0
2198,KAXDAR,FSR,C2Co1O4,Type-2,KAXDAR_FSR_pacman_node0
1282,KAXZUG,ASR,C1Cd1Cl1O2,Type-1,KAXZUG_ASR_pacman_node1
1744,KAXZUG,ASR,C2Cd1O4,Type-1,KAXZUG_ASR_pacman_node0
1283,KAXZUG,FSR,C1Cd1Cl1O2,Type-1,KAXZUG_FSR_pacman_node1
1745,KAXZUG,FSR,C2Cd1O4,Type-1,KAXZUG_FSR_pacman_node0
6902,KAYJUS,ASR,C4O8Zn2,Type-1,KAYJUS_ASR_pacman_node0
6903,KAYJUS,FSR,C4O8Zn2,Type-1,KAYJUS_FSR_pacman_node0
6904,KAYKUT,ASR,C4O8Zn2,Type-1,KAYKUT_ASR_pacman_node0
6905,KAYKUT,FSR,C4O8Zn2,Type-1,KAYKUT_FSR_pacman_node0
5293,KAZVUG,ASR,C4Cu2O8,Type-1,KAZVUG_ASR_pacman_node0
5033,KAZVUG,FSR,C4Cu2H4O10,Type-1,KAZVUG_FSR_pacman_node0
5294,KAZWAN,ASR,C4Cu2O8,Type-1,KAZWAN_ASR_pacman_node0
5034,KAZWAN,FSR,C4Cu2H4O10,Type-1,KAZWAN_FSR_pacman_node0
5295,KAZWER,ASR,C4Cu2O8,Type-1,KAZWER_ASR_pacman_node0
5035,KAZWER,FSR,C4Cu2H4O10,Type-1,KAZWER_FSR_pacman_node0
5296,KAZWIV,ASR,C4Cu2O8,Type-1,KAZWIV_ASR_pacman_node0
5036,KAZWIV,FSR,C4Cu2H4O10,Type-1,KAZWIV_FSR_pacman_node0
5297,KAZWOB,ASR,C4Cu2O8,Type-1,KAZWOB_ASR_pacman_node0
5037,KAZWOB,FSR,C4Cu2H4O10,Type-1,KAZWOB_FSR_pacman_node0
5298,KAZWUH,ASR,C4Cu2O8,Type-1,KAZWUH_ASR_pacman_node0
5038,KAZWUH,FSR,C4Cu2H4O10,Type-1,KAZWUH_FSR_pacman_node0
5299,KAZXAO,ASR,C4Cu2O8,Type-1,KAZXAO_ASR_pacman_node0
5039,KAZXAO,FSR,C4Cu2H4O10,Type-1,KAZXAO_FSR_pacman_node0
5040,KAZXIW,FSR,C4Cu2H4O10,Type-1,KAZXIW_FSR_pacman_node0
5300,KAZXOC,ASR,C4Cu2O8,Type-1,KAZXOC_ASR_pacman_node0
5041,KAZXOC,FSR,C4Cu2H4O10,Type-1,KAZXOC_FSR_pacman_node0
3843,KEBDIG,ion,C3Co2O6,Type-1,KEBDIG_ion_pacman_node0
12475,KEDJAG,ion,Cu1,Type-1,KEDJAG_ion_pacman_node0
12446,KEDJAG01,ASR,Cu1,Type-1,KEDJAG01_ASR_pacman_node0
12447,KEDJAG01,FSR,Cu1,Type-1,KEDJAG01_FSR_pacman_node0
12448,KEDJAG02,ASR,Cu1,Type-1,KEDJAG02_ASR_pacman_node0
12449,KEDJAG02,FSR,Cu1,Type-1,KEDJAG02_FSR_pacman_node0
12450,KEDJAG03,ASR,Cu1,Type-1,KEDJAG03_ASR_pacman_node0
12451,KEDJAG03,FSR,Cu1,Type-1,KEDJAG03_FSR_pacman_node0
12452,KEDJAG05,ion,Cu1,Type-1,KEDJAG05_ion_pacman_node0
12453,KEDJAG07,ion,Cu1,Type-1,KEDJAG07_ion_pacman_node0
12454,KEDJAG09,ion,Cu1,Type-1,KEDJAG09_ion_pacman_node0
12455,KEDJAG11,ASR,Cu1,Type-1,KEDJAG11_ASR_pacman_node0
12456,KEDJAG11,FSR,Cu1,Type-1,KEDJAG11_FSR_pacman_node0
12457,KEDJAG13,ASR,Cu1,Type-1,KEDJAG13_ASR_pacman_node0
12458,KEDJAG13,FSR,Cu1,Type-1,KEDJAG13_FSR_pacman_node0
12459,KEDJAG15,ASR,Cu1,Type-1,KEDJAG15_ASR_pacman_node0
12460,KEDJAG15,FSR,Cu1,Type-1,KEDJAG15_FSR_pacman_node0
12461,KEDJAG17,ASR,Cu1,Type-1,KEDJAG17_ASR_pacman_node0
12462,KEDJAG17,FSR,Cu1,Type-1,KEDJAG17_FSR_pacman_node0
12463,KEDJAG19,ASR,Cu1,Type-1,KEDJAG19_ASR_pacman_node0
12464,KEDJAG19,FSR,Cu1,Type-1,KEDJAG19_FSR_pacman_node0
12465,KEDJAG21,ASR,Cu1,Type-1,KEDJAG21_ASR_pacman_node0
12466,KEDJAG21,FSR,Cu1,Type-1,KEDJAG21_FSR_pacman_node0
12467,KEDJAG23,ASR,Cu1,Type-1,KEDJAG23_ASR_pacman_node0
12468,KEDJAG23,FSR,Cu1,Type-1,KEDJAG23_FSR_pacman_node0
12469,KEDJAG25,ASR,Cu1,Type-1,KEDJAG25_ASR_pacman_node0
12470,KEDJAG25,FSR,Cu1,Type-1,KEDJAG25_FSR_pacman_node0
12471,KEDJAG27,ASR,Cu1,Type-1,KEDJAG27_ASR_pacman_node0
12472,KEDJAG27,FSR,Cu1,Type-1,KEDJAG27_FSR_pacman_node0
12473,KEDJAG29,ASR,Cu1,Type-1,KEDJAG29_ASR_pacman_node0
12474,KEDJAG29,FSR,Cu1,Type-1,KEDJAG29_FSR_pacman_node0
16674,KEDJEL,ASR,Tb1,Type-1,KEDJEL_ASR_pacman_node0
16675,KEDJEL,FSR,Tb1,Type-1,KEDJEL_FSR_pacman_node0
4725,KEDLAJ,ASR,C4Co2O8,Type-1,KEDLAJ_ASR_pacman_node0
4726,KEDLAJ,FSR,C4Co2O8,Type-1,KEDLAJ_FSR_pacman_node0
4711,KEDLAJ01,ASR,C4Co2O8,Type-1,KEDLAJ01_ASR_pacman_node0
4712,KEDLAJ01,FSR,C4Co2O8,Type-1,KEDLAJ01_FSR_pacman_node0
4713,KEDLAJ02,ASR,C4Co2O8,Type-1,KEDLAJ02_ASR_pacman_node0
4714,KEDLAJ02,FSR,C4Co2O8,Type-1,KEDLAJ02_FSR_pacman_node0
4715,KEDLAJ03,ASR,C4Co2O8,Type-1,KEDLAJ03_ASR_pacman_node0
4716,KEDLAJ03,FSR,C4Co2O8,Type-1,KEDLAJ03_FSR_pacman_node0
4717,KEDLAJ04,ASR,C4Co2O8,Type-1,KEDLAJ04_ASR_pacman_node0
4718,KEDLAJ04,FSR,C4Co2O8,Type-1,KEDLAJ04_FSR_pacman_node0
4719,KEDLAJ05,ASR,C4Co2O8,Type-1,KEDLAJ05_ASR_pacman_node0
4720,KEDLAJ05,FSR,C4Co2O8,Type-1,KEDLAJ05_FSR_pacman_node0
4721,KEDLAJ06,ASR,C4Co2O8,Type-1,KEDLAJ06_ASR_pacman_node0
4722,KEDLAJ06,FSR,C4Co2O8,Type-1,KEDLAJ06_FSR_pacman_node0
4723,KEDLAJ07,ASR,C4Co2O8,Type-1,KEDLAJ07_ASR_pacman_node0
4724,KEDLAJ07,FSR,C4Co2O8,Type-1,KEDLAJ07_FSR_pacman_node0
2199,KEDLAJ08,ASR,C2Co1O4,Type-2,KEDLAJ08_ASR_pacman_node0
2200,KEDLAJ08,FSR,C2Co1O4,Type-2,KEDLAJ08_FSR_pacman_node0
2201,KEDLAJ09,ASR,C2Co1O4,Type-2,KEDLAJ09_ASR_pacman_node0
2202,KEDLAJ09,FSR,C2Co1O4,Type-2,KEDLAJ09_FSR_pacman_node0
2203,KEDLAJ10,ASR,C2Co1O4,Type-2,KEDLAJ10_ASR_pacman_node0
2204,KEDLAJ10,FSR,C2Co1O4,Type-2,KEDLAJ10_FSR_pacman_node0
2207,KEDPAN,ASR,C2Co1O4,Type-2,KEDPAN_ASR_pacman_node0
2208,KEDPAN,FSR,C2Co1O4,Type-2,KEDPAN_FSR_pacman_node0
2205,KEDPAN01,ASR,C2Co1O4,Type-2,KEDPAN01_ASR_pacman_node0
2206,KEDPAN01,FSR,C2Co1O4,Type-2,KEDPAN01_FSR_pacman_node0
95,KEDPEQ,ASR,Ag1,Type-1,KEDPEQ_ASR_pacman_node1
566,KEDPEQ,ASR,Al2,Type-1,KEDPEQ_ASR_pacman_node0
96,KEDPEQ,FSR,Ag1,Type-1,KEDPEQ_FSR_pacman_node1
567,KEDPEQ,FSR,Al2,Type-1,KEDPEQ_FSR_pacman_node0
17570,KEDQAN,ASR,Zn1,Type-1,KEDQAN_ASR_pacman_node0
17571,KEDQAN,FSR,Zn1,Type-1,KEDQAN_FSR_pacman_node0
6906,KEFBEE,ASR,C4O8Zn2,Type-1,KEFBEE_ASR_pacman_node0
6907,KEFBOO,ASR,C4O8Zn2,Type-1,KEFBOO_ASR_pacman_node0
9714,KEFWEZ,ion,C8Co3O16,Type-1,KEFWEZ_ion_pacman_node0
11468,KEFZOM,ASR,Co1,Type-1,KEFZOM_ASR_pacman_node0
11469,KEFZOM,FSR,Co1,Type-1,KEFZOM_FSR_pacman_node0
1078,KEGBUX,ASR,C12O24Tb4,Type-1,KEGBUX_ASR_pacman_node0
1107,KEGBUX,FSR,C12O32Tb4,Type-1,KEGBUX_FSR_pacman_node0
10055,KEGWAY,ASR,C8Mn3O16,Type-1,KEGWAY_ASR_pacman_node0
9952,KEGWAY,FSR,C8H4Mn3O18,Type-1,KEGWAY_FSR_pacman_node0
97,KEHDOS,ion,Ag1,Type-1,KEHDOS_ion_pacman_node0
7933,KEHDOU,ASR,C6Co3O13,Type-1,KEHDOU_ASR_pacman_node0
7934,KEHDOU,FSR,C6Co3O13,Type-1,KEHDOU_FSR_pacman_node0
7935,KEHDUA,ASR,C6Co3O13,Type-1,KEHDUA_ASR_pacman_node0
98,KEHGEL,ASR,Ag1,Type-1,KEHGEL_ASR_pacman_node0
99,KEHGEL,FSR,Ag1,Type-1,KEHGEL_FSR_pacman_node0
12476,KEHGIP,ASR,Cu1,Type-1,KEHGIP_ASR_pacman_node0
12889,KEHGIP,FSR,Cu1H2O1,Type-1,KEHGIP_FSR_pacman_node0
2209,KEHRAT,ASR,C2Co1O4,Type-2,KEHRAT_ASR_pacman_node0
2210,KEHRAT,FSR,C2Co1O4,Type-2,KEHRAT_FSR_pacman_node0
17572,KEJBAG,ASR,Zn1,Type-1,KEJBAG_ASR_pacman_node0
17573,KEJBAG,FSR,Zn1,Type-1,KEJBAG_FSR_pacman_node0
17574,KEJBEK,ASR,Zn1,Type-1,KEJBEK_ASR_pacman_node0
17575,KEJBEK,FSR,Zn1,Type-1,KEJBEK_FSR_pacman_node0
1746,KEJBOQ,ASR,C2Cd1O4,Type-1,KEJBOQ_ASR_pacman_node0
1747,KEJHIQ,ASR,C2Cd1O4,Type-1,KEJHIQ_ASR_pacman_node0
5301,KEJKUJ,ASR,C4Cu2O8,Type-1,KEJKUJ_ASR_pacman_node0
5302,KEJKUJ,FSR,C4Cu2O8,Type-1,KEJKUJ_FSR_pacman_node0
4483,KEKPOI,FSR,C4Cd2O8,Type-2,KEKPOI_FSR_pacman_node0
16081,KEKPOI,FSR,Ni1,Type-1,KEKPOI_FSR_pacman_node1
12477,KELJAN,ASR,Cu1,Type-1,KELJAN_ASR_pacman_node0
10019,KENTUW,ASR,C8Hf6O24,Type-1,KENTUW_ASR_pacman_node0
10022,KEPCER,ASR,C8Hf6O24,Type-1,KEPCER_ASR_pacman_node0
10020,KEPCER01,ASR,C8Hf6O24,Type-1,KEPCER01_ASR_pacman_node0
10021,KEPCER02,ASR,C8Hf6O24,Type-1,KEPCER02_ASR_pacman_node0
6908,KEQJEX,ASR,C4O8Zn2,Type-1,KEQJEX_ASR_pacman_node0
6172,KEQJEX,FSR,C4H4O10Zn2,Type-1,KEQJEX_FSR_pacman_node0
7936,KEQPAB,ASR,C6Co3O13,Type-1,KEQPAB_ASR_pacman_node0
7840,KEQPAB,FSR,C6Co3H4O15,Type-1,KEQPAB_FSR_pacman_node0
8821,KEQZAJ,ASR,C6Mn3O12,Type-1,KEQZAJ_ASR_pacman_node0
8822,KEQZAJ,FSR,C6Mn3O12,Type-1,KEQZAJ_FSR_pacman_node0
103,KESBIU,ASR,Ag1,Type-1,KESBIU_ASR_pacman_node1
11473,KESBIU,ASR,Co1,Type-1,KESBIU_ASR_pacman_node0
104,KESBIU,FSR,Ag1,Type-1,KESBIU_FSR_pacman_node1
11474,KESBIU,FSR,Co1,Type-1,KESBIU_FSR_pacman_node0
100,KESBIU01,ASR,Ag1,Type-1,KESBIU01_ASR_pacman_node1
11470,KESBIU01,ASR,Co1,Type-1,KESBIU01_ASR_pacman_node0
101,KESBIU01,FSR,Ag1,Type-1,KESBIU01_FSR_pacman_node1
11471,KESBIU01,FSR,Co1,Type-1,KESBIU01_FSR_pacman_node0
102,KESBIU01,ion,Ag1,Type-1,KESBIU01_ion_pacman_node1
11472,KESBIU01,ion,Co1,Type-1,KESBIU01_ion_pacman_node0
105,KESBUG,ASR,Ag1,Type-1,KESBUG_ASR_pacman_node1
11475,KESBUG,ASR,Co1,Type-1,KESBUG_ASR_pacman_node0
106,KESBUG,FSR,Ag1,Type-1,KESBUG_FSR_pacman_node1
11476,KESBUG,FSR,Co1,Type-1,KESBUG_FSR_pacman_node0
15454,KESGAS,ASR,Mn1,Type-1,KESGAS_ASR_pacman_node0
15455,KESGAS,FSR,Mn1,Type-1,KESGAS_FSR_pacman_node0
16323,KESHAT,ASR,Pr1,Type-1,KESHAT_ASR_pacman_node0
16324,KESHAT,FSR,Pr1,Type-1,KESHAT_FSR_pacman_node0
13329,KETSEI,ASR,Dy2,Type-1,KETSEI_ASR_pacman_node0
13330,KETSEI,FSR,Dy2,Type-1,KETSEI_FSR_pacman_node0
8459,KEVBOE,ASR,C6H1Ni3O13,Type-1,KEVBOE_ASR_pacman_node0
8485,KEVBUK,ASR,C6H2Ni3O13,Type-1,KEVBUK_ASR_pacman_node0
8486,KEVBUK,FSR,C6H2Ni3O13,Type-1,KEVBUK_FSR_pacman_node0
8483,KEVBUK01,ASR,C6H2Ni3O13,Type-1,KEVBUK01_ASR_pacman_node0
8484,KEVBUK01,FSR,C6H2Ni3O13,Type-1,KEVBUK01_FSR_pacman_node0
8487,KEVCEV,ASR,C6H2Ni3O13,Type-1,KEVCEV_ASR_pacman_node0
8488,KEVCEV,FSR,C6H2Ni3O13,Type-1,KEVCEV_FSR_pacman_node0
7313,KEWZOD,ASR,C4O8Zn2,Type-2,KEWZOD_ASR_pacman_node0
7314,KEWZOD,FSR,C4O8Zn2,Type-2,KEWZOD_FSR_pacman_node0
17576,KEXKAB,ASR,Zn1,Type-1,KEXKAB_ASR_pacman_node0
17577,KEXKAB,FSR,Zn1,Type-1,KEXKAB_FSR_pacman_node0
17578,KEXKEF,ASR,Zn1,Type-1,KEXKEF_ASR_pacman_node0
17579,KEXKEF,FSR,Zn1,Type-1,KEXKEF_FSR_pacman_node0
17580,KEXPOU,ASR,Zn1,Type-1,KEXPOU_ASR_pacman_node0
17581,KEXPOU,FSR,Zn1,Type-1,KEXPOU_FSR_pacman_node0
6077,KEYDEZ,ASR,C4H2Ni2O9,Type-1,KEYDEZ_ASR_pacman_node0
6078,KEYDEZ,FSR,C4H2Ni2O9,Type-1,KEYDEZ_FSR_pacman_node0
12926,KEYFIF,ASR,Cu2,Type-1,KEYFIF_ASR_pacman_node0
12927,KEYFIF,FSR,Cu2,Type-1,KEYFIF_FSR_pacman_node0
12924,KEYFIF01,ASR,Cu2,Type-1,KEYFIF01_ASR_pacman_node0
12925,KEYFIF01,FSR,Cu2,Type-1,KEYFIF01_FSR_pacman_node0
12928,KEYFUR,ASR,Cu2,Type-1,KEYFUR_ASR_pacman_node0
12929,KEYFUR,FSR,Cu2,Type-1,KEYFUR_FSR_pacman_node0
17582,KEYROX,ASR,Zn1,Type-1,KEYROX_ASR_pacman_node0
17583,KEYROX,FSR,Zn1,Type-1,KEYROX_FSR_pacman_node0
265,KIBXUP,ion,Ag1S2,Type-1,KIBXUP_ion_pacman_node0
266,KIBYAW,ion,Ag1S2,Type-1,KIBYAW_ion_pacman_node0
267,KIBYEA,ASR,Ag1S2,Type-1,KIBYEA_ASR_pacman_node0
268,KIBYEA,FSR,Ag1S2,Type-1,KIBYEA_FSR_pacman_node0
13873,KICCAE,ASR,Fe1,Type-1,KICCAE_ASR_pacman_node1
14070,KICCAE,ASR,Fe2,Type-1,KICCAE_ASR_pacman_node0
13874,KICCAE,FSR,Fe1,Type-1,KICCAE_FSR_pacman_node1
14071,KICCAE,FSR,Fe2,Type-1,KICCAE_FSR_pacman_node0
13875,KICCOS,ASR,Fe1,Type-1,KICCOS_ASR_pacman_node1
14072,KICCOS,ASR,Fe2,Type-1,KICCOS_ASR_pacman_node0
14920,KIDVIE,ASR,La1,Type-1,KIDVIE_ASR_pacman_node0
10038,KIFHEQ,ASR,C8In2O16,Type-1,KIFHEQ_ASR_pacman_node0
10039,KIFHEQ,FSR,C8In2O16,Type-1,KIFHEQ_FSR_pacman_node0
17584,KIGCEK,ASR,Zn1,Type-1,KIGCEK_ASR_pacman_node0
17585,KIGCEK,FSR,Zn1,Type-1,KIGCEK_FSR_pacman_node0
983,KIHDIS,ASR,C12H4Nd4O26,Type-1,KIHDIS_ASR_pacman_node0
952,KIHDIS,FSR,C12H12Nd4O30,Type-1,KIHDIS_FSR_pacman_node0
16082,KIHHIW,ion,Ni1,Type-1,KIHHIW_ion_pacman_node0
16083,KIHHOC,ion,Ni1,Type-1,KIHHOC_ion_pacman_node0
16084,KIHJAQ,ion,Ni1,Type-1,KIHJAQ_ion_pacman_node0
16085,KIHJEU,ion,Ni1,Type-1,KIHJEU_ion_pacman_node0
16086,KIHJIY,ion,Ni1,Type-1,KIHJIY_ion_pacman_node0
16087,KIHJOE,ion,Ni1,Type-1,KIHJOE_ion_pacman_node0
16088,KIHJUK,ASR,Ni1,Type-1,KIHJUK_ASR_pacman_node0
16089,KIHJUK,FSR,Ni1,Type-1,KIHJUK_FSR_pacman_node0
16090,KIHKAR,ion,Ni1,Type-1,KIHKAR_ion_pacman_node0
16091,KIHKEV,ion,Ni1,Type-1,KIHKEV_ion_pacman_node0
16092,KIHKIZ,ion,Ni1,Type-1,KIHKIZ_ion_pacman_node0
16093,KIHKOF,ion,Ni1,Type-1,KIHKOF_ion_pacman_node0
16094,KIHKUL,ion,Ni1,Type-1,KIHKUL_ion_pacman_node0
16095,KIHLAS,ion,Ni1,Type-1,KIHLAS_ion_pacman_node0
849,KIHMOH,ASR,C10O20Zn4,Type-1,KIHMOH_ASR_pacman_node0
817,KIHMOH,FSR,C10H4O22Zn4,Type-1,KIHMOH_FSR_pacman_node0
13513,KIHTED,ASR,Eu1,Type-1,KIHTED_ASR_pacman_node0
13514,KIHTED,FSR,Eu1,Type-1,KIHTED_FSR_pacman_node0
15942,KIHTOL,ASR,Nd2,Type-1,KIHTOL_ASR_pacman_node0
16872,KIHXUX,ASR,Ti2,Type-1,KIHXUX_ASR_pacman_node0
16873,KIHXUX,FSR,Ti2,Type-1,KIHXUX_FSR_pacman_node0
8585,KIJKIA,ASR,C6H4O14Tb2,Type-1,KIJKIA_ASR_pacman_node0
8586,KIJKIA,FSR,C6H4O14Tb2,Type-1,KIJKIA_FSR_pacman_node0
8379,KIJKOG,ASR,C6Gd2O12,Type-1,KIJKOG_ASR_pacman_node0
8380,KIJKOG,FSR,C6Gd2O12,Type-1,KIJKOG_FSR_pacman_node0
7826,KIJNEA,ASR,C6Co3H1O13,Type-2,KIJNEA_ASR_pacman_node0
7827,KIJNEA,FSR,C6Co3H1O13,Type-2,KIJNEA_FSR_pacman_node0
8201,KIJPEC,ASR,C6Eu2O12,Type-1,KIJPEC_ASR_pacman_node0
13643,KIJPEC,ASR,Eu2,Type-1,KIJPEC_ASR_pacman_node1
8202,KIJPEC,FSR,C6Eu2O12,Type-1,KIJPEC_FSR_pacman_node0
13644,KIJPEC,FSR,Eu2,Type-1,KIJPEC_FSR_pacman_node1
8381,KIJPIG,ASR,C6Gd2O12,Type-1,KIJPIG_ASR_pacman_node0
14374,KIJPIG,ASR,Gd2,Type-1,KIJPIG_ASR_pacman_node1
8382,KIJPIG,FSR,C6Gd2O12,Type-1,KIJPIG_FSR_pacman_node0
14375,KIJPIG,FSR,Gd2,Type-1,KIJPIG_FSR_pacman_node1
4840,KIJPUS,ASR,C4Co2O8,Type-2,KIJPUS_ASR_pacman_node0
4841,KIJPUS,FSR,C4Co2O8,Type-2,KIJPUS_FSR_pacman_node0
5303,KIJRUS,ASR,C4Cu2O8,Type-1,KIJRUS_ASR_pacman_node0
10492,KIKDEP,ASR,Cd1,Type-1,KIKDEP_ASR_pacman_node0
10493,KIKDEP,FSR,Cd1,Type-1,KIKDEP_FSR_pacman_node0
10494,KIKDOZ,ASR,Cd1,Type-1,KIKDOZ_ASR_pacman_node0
10495,KIKDOZ,FSR,Cd1,Type-1,KIKDOZ_FSR_pacman_node0
10496,KIKDUF,ASR,Cd1,Type-1,KIKDUF_ASR_pacman_node0
10497,KIKDUF,FSR,Cd1,Type-1,KIKDUF_FSR_pacman_node0
6603,KIKNAW,ASR,C4O8Yb2,Type-1,KIKNAW_ASR_pacman_node0
6169,KIKNAW,FSR,C4H4O10Yb2,Type-1,KIKNAW_FSR_pacman_node0
4157,KIKTIK,ASR,C4Cd1O8,Type-1,KIKTIK_ASR_pacman_node0
4158,KIKTIK,FSR,C4Cd1O8,Type-1,KIKTIK_FSR_pacman_node0
1978,KILPAZ,ion,C2Cd2H2O5,Type-1,KILPAZ_ion_pacman_node1
1980,KILPAZ,ion,C2Cd2H4O6,Type-1,KILPAZ_ion_pacman_node0
17586,KIMFEV,ASR,Zn1,Type-1,KIMFEV_ASR_pacman_node0
17587,KIMFEV,FSR,Zn1,Type-1,KIMFEV_FSR_pacman_node0
4956,KIMWOW,ASR,C4Co2O9,Type-1,KIMWOW_ASR_pacman_node0
4957,KIMWOW,FSR,C4Co2O9,Type-1,KIMWOW_FSR_pacman_node0
4958,KIMYUE,ASR,C4Co2O9,Type-1,KIMYUE_ASR_pacman_node0
4959,KIMYUE,FSR,C4Co2O9,Type-1,KIMYUE_FSR_pacman_node0
6528,KIMZAL,ASR,C4Ni2O9,Type-1,KIMZAL_ASR_pacman_node0
6069,KIMZAL,FSR,C4H2Ni2O10,Type-1,KIMZAL_FSR_pacman_node0
8109,KINDIW,ASR,C6Er2O12,Type-1,KINDIW_ASR_pacman_node0
8110,KINDIW,FSR,C6Er2O12,Type-1,KINDIW_FSR_pacman_node0
9024,KINDOC,ASR,C6O12Tm2,Type-1,KINDOC_ASR_pacman_node0
8602,KINDOC,FSR,C6H4O14Tm2,Type-2,KINDOC_FSR_pacman_node0
16901,KINFEU,ASR,Tm2,Type-1,KINFEU_ASR_pacman_node0
16902,KINFEU,FSR,Tm2,Type-1,KINFEU_FSR_pacman_node0
3247,KINHAS,ASR,C2O4Zn1,Type-1,KINHAS_ASR_pacman_node0
