,MOF,Solv_remove,Formula,Type,Node-file
3248,KINHAS,FSR,C2O4Zn1,Type-1,KINHAS_FSR_pacman_node0
12478,KINMUR,ASR,Cu1,Type-1,KINMUR_ASR_pacman_node0
12479,KINNIG,ion,Cu1,Type-1,KINNIG_ion_pacman_node0
11477,KIPBEU,ASR,Co1,Type-1,KIPBEU_ASR_pacman_node0
11478,KIPBEU,FSR,Co1,Type-1,KIPBEU_FSR_pacman_node0
12480,KIPBUK01,ASR,Cu1,Type-1,KIPBUK01_ASR_pacman_node0
12481,KIPBUK01,FSR,Cu1,Type-1,KIPBUK01_FSR_pacman_node0
11020,KIPJIE,ASR,Ce2,Type-1,KIPJIE_ASR_pacman_node0
11021,KIPJIE,FSR,Ce2,Type-1,KIPJIE_FSR_pacman_node0
15943,KIPJOK,ASR,Nd2,Type-1,KIPJOK_ASR_pacman_node0
15944,KIPJOK,FSR,Nd2,Type-1,KIPJOK_FSR_pacman_node0
910,KIPJUQ,ASR,C12Er4O24,Type-1,KIPJUQ_ASR_pacman_node0
8095,KIPJUQ,ASR,C6Er2H2O13,Type-1,KIPJUQ_ASR_pacman_node1
909,KIPJUQ,FSR,C12Er4H16O32,Type-1,KIPJUQ_FSR_pacman_node0
8094,KIPJUQ,FSR,C6Er2H10O17,Type-1,KIPJUQ_FSR_pacman_node1
1082,KIPKAX,ASR,C12O24Yb4,Type-1,KIPKAX_ASR_pacman_node0
8504,KIPKAX,ASR,C6H2O13Yb2,Type-1,KIPKAX_ASR_pacman_node1
965,KIPKAX,FSR,C12H16O32Yb4,Type-1,KIPKAX_FSR_pacman_node0
8687,KIPKAX,FSR,C6H8O17Yb2,Type-1,KIPKAX_FSR_pacman_node1
1081,KIPKEB,ASR,C12O24Y4,Type-1,KIPKEB_ASR_pacman_node0
9033,KIPKEB,ASR,C6O12Y2,Type-1,KIPKEB_ASR_pacman_node1
964,KIPKEB,FSR,C12H16O32Y4,Type-1,KIPKEB_FSR_pacman_node0
8437,KIPKEB,FSR,C6H10O17Y2,Type-1,KIPKEB_FSR_pacman_node1
9987,KIPKIF,ASR,C8H6N2O6Zn2,Type-1,KIPKIF_ASR_pacman_node0
9988,KIPKIF,FSR,C8H6N2O6Zn2,Type-1,KIPKIF_FSR_pacman_node0
9812,KIPYIU,ASR,C8Dy2O16,Type-1,KIPYIU_ASR_pacman_node0
9813,KIPYIU,FSR,C8Dy2O16,Type-1,KIPYIU_FSR_pacman_node0
7985,KIPZEQ,ASR,C6Co5H2O14,Type-1,KIPZEQ_ASR_pacman_node0
7986,KIPZEQ,FSR,C6Co5H2O14,Type-1,KIPZEQ_FSR_pacman_node0
13177,KIQKOK,ASR,Cu4Mo4,Type-2,KIQKOK_ASR_pacman_node0
13178,KIQKOK,FSR,Cu4Mo4,Type-2,KIQKOK_FSR_pacman_node0
9603,KIRCOH,ASR,C8Cd3O16,Type-1,KIRCOH_ASR_pacman_node0
9604,KIRCOH,FSR,C8Cd3O16,Type-1,KIRCOH_FSR_pacman_node0
12482,KIRFIA,ASR,Cu1,Type-1,KIRFIA_ASR_pacman_node0
12483,KIRFIA,FSR,Cu1,Type-1,KIRFIA_FSR_pacman_node0
2211,KIRKAZ,ASR,C2Co1O4,Type-2,KIRKAZ_ASR_pacman_node0
2212,KIRKAZ,FSR,C2Co1O4,Type-2,KIRKAZ_FSR_pacman_node0
4023,KIRMOR,ASR,C3O6Zn1,Type-1,KIRMOR_ASR_pacman_node1
7315,KIRMOR,ASR,C4O8Zn2,Type-2,KIRMOR_ASR_pacman_node0
15456,KIRQOU,ASR,Mn1,Type-1,KIRQOU_ASR_pacman_node1
17588,KIRQOU,ASR,Zn1,Type-1,KIRQOU_ASR_pacman_node0
11479,KIRQOU,FSR,Co1,Type-1,KIRQOU_FSR_pacman_node0
15457,KIRQOU,FSR,Mn1,Type-1,KIRQOU_FSR_pacman_node1
12099,KIRRUB,ASR,Co3Mn3,Type-1,KIRRUB_ASR_pacman_node0
12100,KIRRUB,FSR,Co3Mn3,Type-1,KIRRUB_FSR_pacman_node0
12008,KISPOS,ion,Co2K1,Type-1,KISPOS_ion_pacman_node1
12106,KISPOS,ion,Co4,Type-1,KISPOS_ion_pacman_node0
12484,KIVLIO,ASR,Cu1,Type-1,KIVLIO_ASR_pacman_node0
12485,KIVLIO,FSR,Cu1,Type-1,KIVLIO_FSR_pacman_node0
12486,KIVSUF,ASR,Cu1,Type-1,KIVSUF_ASR_pacman_node1
12930,KIVSUF,ASR,Cu2,Type-1,KIVSUF_ASR_pacman_node0
10498,KIVVOC,ASR,Cd1,Type-1,KIVVOC_ASR_pacman_node0
10499,KIVVOC,FSR,Cd1,Type-1,KIVVOC_FSR_pacman_node0
2759,KIXBOL,ASR,C2In1O4,Type-1,KIXBOL_ASR_pacman_node0
2760,KIXBOL,FSR,C2In1O4,Type-1,KIXBOL_FSR_pacman_node0
12009,KIXKOS,ion,Co2K1,Type-1,KIXKOS_ion_pacman_node1
12107,KIXKOS,ion,Co4,Type-1,KIXKOS_ion_pacman_node0
4311,KIXXIB,ASR,C4Cd2O8,Type-1,KIXXIB_ASR_pacman_node0
4225,KIXXIB,FSR,C4Cd2H2O9,Type-2,KIXXIB_FSR_pacman_node0
4312,KIXXUN,ASR,C4Cd2O8,Type-1,KIXXUN_ASR_pacman_node0
4313,KIXXUN,FSR,C4Cd2O8,Type-1,KIXXUN_FSR_pacman_node0
9781,KIYBIF,ASR,C8Co5O18,Type-1,KIYBIF_ASR_pacman_node0
2139,KIYJAF,ASR,C2Co1O4,Type-1,KIYJAF_ASR_pacman_node1
4842,KIYJAF,ASR,C4Co2O8,Type-2,KIYJAF_ASR_pacman_node0
16096,KIYMIP,ASR,Ni1,Type-1,KIYMIP_ASR_pacman_node0
16097,KIYMIP,FSR,Ni1,Type-1,KIYMIP_FSR_pacman_node0
17589,KIYQEQ,ASR,Zn1,Type-1,KIYQEQ_ASR_pacman_node0
17590,KIYQEQ,FSR,Zn1,Type-1,KIYQEQ_FSR_pacman_node0
17591,KIYQIU,ASR,Zn1,Type-1,KIYQIU_ASR_pacman_node0
17592,KIYQIU,FSR,Zn1,Type-1,KIYQIU_FSR_pacman_node0
17593,KIYQOA,ASR,Zn1,Type-1,KIYQOA_ASR_pacman_node0
17594,KIYQOA,FSR,Zn1,Type-1,KIYQOA_FSR_pacman_node0
3249,KOBHER,ASR,C2O4Zn1,Type-1,KOBHER_ASR_pacman_node0
2670,KOBHER,FSR,C2H2O5Zn1,Type-1,KOBHER_FSR_pacman_node0
3250,KOBHER,FSR,C2O4Zn1,Type-1,KOBHER_FSR_pacman_node1
3251,KOBKAQ,ASR,C2O4Zn1,Type-1,KOBKAQ_ASR_pacman_node0
3252,KOBKAQ,FSR,C2O4Zn1,Type-1,KOBKAQ_FSR_pacman_node0
3253,KOBKEU,ASR,C2O4Zn1,Type-1,KOBKEU_ASR_pacman_node0
3254,KOBKEU,FSR,C2O4Zn1,Type-1,KOBKEU_FSR_pacman_node0
3255,KOBKIY,ASR,C2O4Zn1,Type-1,KOBKIY_ASR_pacman_node0
3256,KOBKIY,FSR,C2O4Zn1,Type-1,KOBKIY_FSR_pacman_node0
3257,KOBKOE,ASR,C2O4Zn1,Type-1,KOBKOE_ASR_pacman_node0
3258,KOBKOE,FSR,C2O4Zn1,Type-1,KOBKOE_FSR_pacman_node0
3261,KOBKUK,ASR,C2O4Zn1,Type-1,KOBKUK_ASR_pacman_node0
3262,KOBKUK,FSR,C2O4Zn1,Type-1,KOBKUK_FSR_pacman_node0
3259,KOBKUK01,ASR,C2O4Zn1,Type-1,KOBKUK01_ASR_pacman_node0
3260,KOBKUK01,FSR,C2O4Zn1,Type-1,KOBKUK01_FSR_pacman_node0
6274,KOBLUL,ASR,C4In1O8,Type-1,KOBLUL_ASR_pacman_node0
6275,KOBLUL,FSR,C4In1O8,Type-1,KOBLUL_FSR_pacman_node0
6276,KOBMAS,ion,C4In1O8,Type-1,KOBMAS_ion_pacman_node0
3263,KOBMIA,ASR,C2O4Zn1,Type-1,KOBMIA_ASR_pacman_node0
3264,KOBMIA,FSR,C2O4Zn1,Type-1,KOBMIA_FSR_pacman_node0
3881,KOBPAV,ASR,C3Cu2O6,Type-1,KOBPAV_ASR_pacman_node0
3882,KOBPAV,FSR,C3Cu2O6,Type-1,KOBPAV_FSR_pacman_node0
11022,KOBPIB,ASR,Ce2,Type-1,KOBPIB_ASR_pacman_node0
11023,KOBPIB,FSR,Ce2,Type-1,KOBPIB_FSR_pacman_node0
14376,KOBPUN,ASR,Gd2,Type-1,KOBPUN_ASR_pacman_node0
14377,KOBPUN,FSR,Gd2,Type-1,KOBPUN_FSR_pacman_node0
3771,KOCCIQ,ASR,C3Cd1O6,Type-1,KOCCIQ_ASR_pacman_node0
3772,KOCCIQ,FSR,C3Cd1O6,Type-1,KOCCIQ_FSR_pacman_node0
3901,KOCGOC,FSR,C3H12Mn2N12O6,Type-1,KOCGOC_FSR_pacman_node0
3960,KOCGOC,FSR,C3Ni1O6,Type-1,KOCGOC_FSR_pacman_node1
17595,KOCWIJ,ASR,Zn1,Type-1,KOCWIJ_ASR_pacman_node0
14462,KOCWIJ,FSR,H2O1Zn1,Type-1,KOCWIJ_FSR_pacman_node0
11480,KODFAN,ASR,Co1,Type-1,KODFAN_ASR_pacman_node0
11481,KODFAN,FSR,Co1,Type-1,KODFAN_FSR_pacman_node0
11482,KODFER,ASR,Co1,Type-1,KODFER_ASR_pacman_node0
11483,KODFER,FSR,Co1,Type-1,KODFER_FSR_pacman_node0
15945,KODPUP02,ASR,Nd2,Type-1,KODPUP02_ASR_pacman_node0
15946,KODPUP02,FSR,Nd2,Type-1,KODPUP02_FSR_pacman_node0
2841,KOFLEZ,ASR,C2Ni1O4,Type-1,KOFLEZ_ASR_pacman_node1
6484,KOFLEZ,ASR,C4Ni2O8,Type-1,KOFLEZ_ASR_pacman_node0
2842,KOFLEZ,FSR,C2Ni1O4,Type-1,KOFLEZ_FSR_pacman_node1
6485,KOFLEZ,FSR,C4Ni2O8,Type-1,KOFLEZ_FSR_pacman_node0
12497,KOFPEB,ASR,Cu1,Type-1,KOFPEB_ASR_pacman_node0
14931,KOFPEB,ASR,La1,Type-1,KOFPEB_ASR_pacman_node1
12498,KOFPEB,FSR,Cu1,Type-1,KOFPEB_FSR_pacman_node0
14932,KOFPEB,FSR,La1,Type-1,KOFPEB_FSR_pacman_node1
12487,KOFPEB01,ASR,Cu1,Type-1,KOFPEB01_ASR_pacman_node0
14921,KOFPEB01,ASR,La1,Type-1,KOFPEB01_ASR_pacman_node1
12488,KOFPEB01,FSR,Cu1,Type-1,KOFPEB01_FSR_pacman_node0
14922,KOFPEB01,FSR,La1,Type-1,KOFPEB01_FSR_pacman_node1
12489,KOFPEB02,ASR,Cu1,Type-1,KOFPEB02_ASR_pacman_node0
14923,KOFPEB02,ASR,La1,Type-1,KOFPEB02_ASR_pacman_node1
12490,KOFPEB02,FSR,Cu1,Type-1,KOFPEB02_FSR_pacman_node0
14924,KOFPEB02,FSR,La1,Type-1,KOFPEB02_FSR_pacman_node1
12491,KOFPEB03,ASR,Cu1,Type-1,KOFPEB03_ASR_pacman_node0
14925,KOFPEB03,ASR,La1,Type-1,KOFPEB03_ASR_pacman_node1
12492,KOFPEB03,FSR,Cu1,Type-1,KOFPEB03_FSR_pacman_node0
14926,KOFPEB03,FSR,La1,Type-1,KOFPEB03_FSR_pacman_node1
12493,KOFPEB04,ASR,Cu1,Type-1,KOFPEB04_ASR_pacman_node0
14927,KOFPEB04,ASR,La1,Type-1,KOFPEB04_ASR_pacman_node1
12494,KOFPEB04,FSR,Cu1,Type-1,KOFPEB04_FSR_pacman_node0
14928,KOFPEB04,FSR,La1,Type-1,KOFPEB04_FSR_pacman_node1
12495,KOFPEB05,ASR,Cu1,Type-1,KOFPEB05_ASR_pacman_node0
14929,KOFPEB05,ASR,La1,Type-1,KOFPEB05_ASR_pacman_node1
12496,KOFPEB05,FSR,Cu1,Type-1,KOFPEB05_FSR_pacman_node0
14930,KOFPEB05,FSR,La1,Type-1,KOFPEB05_FSR_pacman_node1
14292,KOGJOG,ASR,Gd1,Type-1,KOGJOG_ASR_pacman_node0
14293,KOGJOG,FSR,Gd1,Type-1,KOGJOG_FSR_pacman_node0
5304,KOGPAA,ASR,C4Cu2O8,Type-1,KOGPAA_ASR_pacman_node0
5305,KOGPAA,FSR,C4Cu2O8,Type-1,KOGPAA_FSR_pacman_node0
8715,KOGTAE,ASR,C6In3O13,Type-1,KOGTAE_ASR_pacman_node0
4584,KOHDIW,ion,C4Co1O8,Type-1,KOHDIW_ion_pacman_node0
9715,KOHLIE,ASR,C8Co3O16,Type-1,KOHLIE_ASR_pacman_node0
9716,KOHLIE,FSR,C8Co3O16,Type-1,KOHLIE_FSR_pacman_node0
15458,KOJCUI,ASR,Mn1,Type-1,KOJCUI_ASR_pacman_node0
15459,KOJCUI,FSR,Mn1,Type-1,KOJCUI_FSR_pacman_node0
8489,KOJTOU,ASR,C6H2Ni4O14,Type-1,KOJTOU_ASR_pacman_node0
8654,KOJTOU,FSR,C6H8Ni4O17,Type-1,KOJTOU_FSR_pacman_node0
5306,KOJZEP,ASR,C4Cu2O8,Type-1,KOJZEP_ASR_pacman_node0
5307,KOJZIT,ASR,C4Cu2O8,Type-1,KOJZIT_ASR_pacman_node0
13515,KOKFIC,ASR,Eu1,Type-1,KOKFIC_ASR_pacman_node0
13516,KOKFIC,FSR,Eu1,Type-1,KOKFIC_FSR_pacman_node0
16676,KOKFOI,ASR,Tb1,Type-1,KOKFOI_ASR_pacman_node0
16677,KOKFOI,FSR,Tb1,Type-1,KOKFOI_FSR_pacman_node0
9692,KOKRIO,ASR,C8Cl4Cr4O28Zr6,Type-1,KOKRIO_ASR_pacman_node0
5997,KOLVOZ,ASR,C4Fe2O12,Type-1,KOLVOZ_ASR_pacman_node0
5998,KOLVOZ,FSR,C4Fe2O12,Type-1,KOLVOZ_FSR_pacman_node0
2924,KOLWEO,ASR,C2Ni1O4,Type-3,KOLWEO_ASR_pacman_node0
2925,KOLWEO,FSR,C2Ni1O4,Type-3,KOLWEO_FSR_pacman_node0
12499,KOLYUH,ASR,Cu1,Type-1,KOLYUH_ASR_pacman_node0
12898,KOLYUH,FSR,Cu1H4O2,Type-1,KOLYUH_FSR_pacman_node0
11108,KOMCOG,ASR,Cl1Zn1,Type-1,KOMCOG_ASR_pacman_node0
11109,KOMCOG,FSR,Cl1Zn1,Type-1,KOMCOG_FSR_pacman_node0
12899,KOMFIC,FSR,Cu1H4O2,Type-1,KOMFIC_FSR_pacman_node0
12500,KOMGAV,ASR,Cu1,Type-1,KOMGAV_ASR_pacman_node0
12501,KOMGAV,FSR,Cu1,Type-1,KOMGAV_FSR_pacman_node0
17596,KOMGUP,ASR,Zn1,Type-1,KOMGUP_ASR_pacman_node0
17597,KOMGUP,FSR,Zn1,Type-1,KOMGUP_FSR_pacman_node0
17598,KOMHAW,ASR,Zn1,Type-1,KOMHAW_ASR_pacman_node0
17599,KOMHAW,FSR,Zn1,Type-1,KOMHAW_FSR_pacman_node0
14933,KONFEA,ASR,La1,Type-1,KONFEA_ASR_pacman_node0
9280,KOPHOO,ASR,C6O13Zn4,Type-1,KOPHOO_ASR_pacman_node0
9281,KOPHOO,FSR,C6O13Zn4,Type-1,KOPHOO_FSR_pacman_node0
12502,KOPXOE,ASR,Cu1,Type-1,KOPXOE_ASR_pacman_node0
12503,KOPXOE,FSR,Cu1,Type-1,KOPXOE_FSR_pacman_node0
3863,KOQLEK,ASR,C3Co3O6,Type-1,KOQLEK_ASR_pacman_node0
11484,KOQLEK,ASR,Co1,Type-1,KOQLEK_ASR_pacman_node1
11971,KORMOV,ASR,Co2,Type-1,KORMOV_ASR_pacman_node0
11972,KORMOV,FSR,Co2,Type-1,KORMOV_FSR_pacman_node0
11485,KORNAI,ASR,Co1,Type-1,KORNAI_ASR_pacman_node0
11486,KORNAI,FSR,Co1,Type-1,KORNAI_FSR_pacman_node0
12019,KOSJAF,ASR,Co3,Type-1,KOSJAF_ASR_pacman_node0
12020,KOSJAF,FSR,Co3,Type-1,KOSJAF_FSR_pacman_node0
12021,KOSJEJ,ASR,Co3,Type-1,KOSJEJ_ASR_pacman_node0
12022,KOSJEJ,FSR,Co3,Type-1,KOSJEJ_FSR_pacman_node0
12023,KOSJIN,ASR,Co3,Type-1,KOSJIN_ASR_pacman_node0
12024,KOSJIN,FSR,Co3,Type-1,KOSJIN_FSR_pacman_node0
12025,KOSJOT,ASR,Co3,Type-1,KOSJOT_ASR_pacman_node0
12026,KOSJOT,FSR,Co3,Type-1,KOSJOT_FSR_pacman_node0
12027,KOSJUZ,ASR,Co3,Type-1,KOSJUZ_ASR_pacman_node0
12028,KOSJUZ,FSR,Co3,Type-1,KOSJUZ_FSR_pacman_node0
12029,KOSKAG,ASR,Co3,Type-1,KOSKAG_ASR_pacman_node0
12030,KOSKAG,FSR,Co3,Type-1,KOSKAG_FSR_pacman_node0
12031,KOSKEK,ASR,Co3,Type-1,KOSKEK_ASR_pacman_node0
12032,KOSKEK,FSR,Co3,Type-1,KOSKEK_FSR_pacman_node0
16210,KOSLEL,ASR,Ni3,Type-1,KOSLEL_ASR_pacman_node0
16211,KOSLEL,FSR,Ni3,Type-1,KOSLEL_FSR_pacman_node0
16212,KOSLOV,ASR,Ni3,Type-1,KOSLOV_ASR_pacman_node0
16213,KOSLOV,FSR,Ni3,Type-1,KOSLOV_FSR_pacman_node0
12033,KOSMAI,ASR,Co3,Type-1,KOSMAI_ASR_pacman_node0
12034,KOSMAI,FSR,Co3,Type-1,KOSMAI_FSR_pacman_node0
17600,KOSZEA,ASR,Zn1,Type-1,KOSZEA_ASR_pacman_node0
17601,KOSZEA,FSR,Zn1,Type-1,KOSZEA_FSR_pacman_node0
9954,KOSZUQ,ASR,C8H4N4O4Zn2,Type-1,KOSZUQ_ASR_pacman_node0
9955,KOSZUQ,FSR,C8H4N4O4Zn2,Type-1,KOSZUQ_FSR_pacman_node0
3265,KOTSIX,ASR,C2O4Zn1,Type-1,KOTSIX_ASR_pacman_node1
3907,KOTSIX,ASR,C3H1O6Zn1,Type-1,KOTSIX_ASR_pacman_node0
2671,KOTSIX,FSR,C2H2O5Zn1,Type-1,KOTSIX_FSR_pacman_node2
2735,KOTSIX,FSR,C2H4O6Zn1,Type-1,KOTSIX_FSR_pacman_node0
3908,KOTSIX,FSR,C3H1O6Zn1,Type-1,KOTSIX_FSR_pacman_node1
13005,KOXGAH,ASR,Cu2I2,Type-2,KOXGAH_ASR_pacman_node0
13006,KOXGAH,FSR,Cu2I2,Type-2,KOXGAH_FSR_pacman_node0
11487,KOXJIT,ASR,Co1,Type-1,KOXJIT_ASR_pacman_node0
11488,KOXJIT,FSR,Co1,Type-1,KOXJIT_FSR_pacman_node0
10094,KOYRAT,ion,C8O16Ru1Zn2,Type-1,KOYRAT_ion_pacman_node0
5308,KOZMIY,ASR,C4Cu2O8,Type-1,KOZMIY_ASR_pacman_node0
2971,KUBQOQ,ASR,C2O4U1,Type-1,KUBQOQ_ASR_pacman_node1
3995,KUBQOQ,ASR,C3O6U1,Type-1,KUBQOQ_ASR_pacman_node0
2740,KUBQOQ,FSR,C2H4O8U1,Type-1,KUBQOQ_FSR_pacman_node0
4113,KUBQOQ,FSR,C3O8U1,Type-1,KUBQOQ_FSR_pacman_node1
15134,KUBXOW,ASR,Mg1,Type-1,KUBXOW_ASR_pacman_node0
15135,KUBXOW,FSR,Mg1,Type-1,KUBXOW_FSR_pacman_node0
12504,KUCDIW,ASR,Cu1,Type-1,KUCDIW_ASR_pacman_node0
12505,KUCDIW,FSR,Cu1,Type-1,KUCDIW_FSR_pacman_node0
12506,KUCFUM,ASR,Cu1,Type-1,KUCFUM_ASR_pacman_node0
12507,KUCFUM,FSR,Cu1,Type-1,KUCFUM_FSR_pacman_node0
12508,KUDLUR,ASR,Cu1,Type-1,KUDLUR_ASR_pacman_node0
13278,KUDLUR,ASR,Dy1,Type-1,KUDLUR_ASR_pacman_node1
12509,KUDLUR,FSR,Cu1,Type-1,KUDLUR_FSR_pacman_node0
13279,KUDLUR,FSR,Dy1,Type-1,KUDLUR_FSR_pacman_node1
12510,KUDMAY,ASR,Cu1,Type-1,KUDMAY_ASR_pacman_node0
16678,KUDMAY,ASR,Tb1,Type-1,KUDMAY_ASR_pacman_node1
12511,KUDMAY,FSR,Cu1,Type-1,KUDMAY_FSR_pacman_node0
16679,KUDMAY,FSR,Tb1,Type-1,KUDMAY_FSR_pacman_node1
8045,KUDWAJ,ASR,C6Cu4H2O14,Type-1,KUDWAJ_ASR_pacman_node0
8046,KUDWAJ,FSR,C6Cu4H2O14,Type-1,KUDWAJ_FSR_pacman_node0
14934,KUFBEU,ASR,La1,Type-1,KUFBEU_ASR_pacman_node1
15001,KUFBEU,ASR,La2,Type-1,KUFBEU_ASR_pacman_node0
9868,KUFTAI,ASR,C8Fe3O16,Type-1,KUFTAI_ASR_pacman_node0
6067,KUFVAK,FSR,C4H2Mn2O9,Type-1,KUFVAK_FSR_pacman_node0
8902,KUGZIW,ASR,C6Ni3O13,Type-1,KUGZIW_ASR_pacman_node0
10193,KUJCIE,ASR,C8O16Zn4,Type-2,KUJCIE_ASR_pacman_node0
9975,KUJCIE,FSR,C8H4O18Zn4,Type-1,KUJCIE_FSR_pacman_node0
1748,KUJDEB,ASR,C2Cd1O4,Type-1,KUJDEB_ASR_pacman_node0
1749,KUJDEB,FSR,C2Cd1O4,Type-1,KUJDEB_FSR_pacman_node0
1750,KUJDIF,ASR,C2Cd1O4,Type-1,KUJDIF_ASR_pacman_node0
1751,KUJDIF,FSR,C2Cd1O4,Type-1,KUJDIF_FSR_pacman_node0
1242,KUJNOT,ASR,C16N18O8Zn5,Type-2,KUJNOT_ASR_pacman_node0
1243,KUJNUZ,ASR,C16N18O8Zn5,Type-2,KUJNUZ_ASR_pacman_node0
3266,KUJSEQ,ASR,C2O4Zn1,Type-1,KUJSEQ_ASR_pacman_node0
3267,KUJSEQ,FSR,C2O4Zn1,Type-1,KUJSEQ_FSR_pacman_node0
4727,KUJYUM,ASR,C4Co2O8,Type-1,KUJYUM_ASR_pacman_node0
6909,KUJZAT,ASR,C4O8Zn2,Type-1,KUJZAT_ASR_pacman_node0
7316,KUKBUQ,ASR,C4O8Zn2,Type-2,KUKBUQ_ASR_pacman_node0
7317,KUKBUQ,FSR,C4O8Zn2,Type-2,KUKBUQ_FSR_pacman_node0
4024,KUKHAB,ASR,C3O6Zn1,Type-1,KUKHAB_ASR_pacman_node0
4025,KUKHAB,FSR,C3O6Zn1,Type-1,KUKHAB_FSR_pacman_node0
13237,KUKPOX,ion,Cu8,Type-2,KUKPOX_ion_pacman_node0
5309,KUKQAL,ASR,C4Cu2O8,Type-1,KUKQAL_ASR_pacman_node0
5310,KUKQAL,FSR,C4Cu2O8,Type-1,KUKQAL_FSR_pacman_node0
9282,KUKZOH,ASR,C6O13Zn4,Type-1,KUKZOH_ASR_pacman_node0
9045,KULRIT,ASR,C6O12Yb2,Type-1,KULRIT_ASR_pacman_node0
8468,KULYUO,ASR,C6H2Lu2O14,Type-1,KULYUO_ASR_pacman_node0
8747,KULYUO,ASR,C6Lu2O12,Type-1,KULYUO_ASR_pacman_node1
8624,KULYUO,FSR,C6H6Lu2O16,Type-1,KULYUO_FSR_pacman_node1
8645,KULYUO,FSR,C6H8Lu2O16,Type-1,KULYUO_FSR_pacman_node0
2213,KULZEY,ASR,C2Co1O4,Type-2,KULZEY_ASR_pacman_node0
2005,KULZEY,FSR,C2Co1H2O5,Type-1,KULZEY_FSR_pacman_node0
8984,KUMBUR,ASR,C6O12Tb2,Type-1,KUMBUR_ASR_pacman_node0
8985,KUMBUR,FSR,C6O12Tb2,Type-1,KUMBUR_FSR_pacman_node0
13173,KUMGIK,ASR,Cu4Mo1,Type-1,KUMGIK_ASR_pacman_node0
13174,KUMGIK,FSR,Cu4Mo1,Type-1,KUMGIK_FSR_pacman_node0
6079,KUMHUY,ASR,C4H2Ni2O9,Type-1,KUMHUY_ASR_pacman_node0
6080,KUMHUY,FSR,C4H2Ni2O9,Type-1,KUMHUY_FSR_pacman_node0
8203,KUMJIN,ASR,C6Eu2O12,Type-1,KUMJIN_ASR_pacman_node0
8204,KUMJIN,FSR,C6Eu2O12,Type-1,KUMJIN_FSR_pacman_node0
17602,KUNQUH,ASR,Zn1,Type-1,KUNQUH_ASR_pacman_node0
17603,KUNQUH,FSR,Zn1,Type-1,KUNQUH_FSR_pacman_node0
17604,KUNRAO,ASR,Zn1,Type-1,KUNRAO_ASR_pacman_node0
17605,KUNRAO,FSR,Zn1,Type-1,KUNRAO_FSR_pacman_node0
1546,KUNSAP,ASR,C24In6O48,Type-1,KUNSAP_ASR_pacman_node0
1547,KUNSAP,FSR,C24In6O48,Type-1,KUNSAP_FSR_pacman_node0
8205,KUNSET,ASR,C6Eu2O12,Type-1,KUNSET_ASR_pacman_node0
6910,KUNWOI,ASR,C4O8Zn2,Type-1,KUNWOI_ASR_pacman_node0
6911,KUNWOI,FSR,C4O8Zn2,Type-1,KUNWOI_FSR_pacman_node0
17606,KUPJIR,ASR,Zn1,Type-1,KUPJIR_ASR_pacman_node0
17607,KUPJIR,FSR,Zn1,Type-1,KUPJIR_FSR_pacman_node0
5311,KUPTIA,ASR,C4Cu2O8,Type-1,KUPTIA_ASR_pacman_node0
12984,KUPTIA,ASR,Cu2I2,Type-1,KUPTIA_ASR_pacman_node1
5312,KUPTIA,FSR,C4Cu2O8,Type-1,KUPTIA_FSR_pacman_node0
12985,KUPTIA,FSR,Cu2I2,Type-1,KUPTIA_FSR_pacman_node1
1295,KUQWIE,ASR,C1Cd1O2,Type-1,KUQWIE_ASR_pacman_node0
10500,KUQWIE,ASR,Cd1,Type-1,KUQWIE_ASR_pacman_node1
1296,KUQWIE,FSR,C1Cd1O2,Type-1,KUQWIE_FSR_pacman_node1
10881,KUQWIE,FSR,Cd1H4O2,Type-2,KUQWIE_FSR_pacman_node0
3823,KURFIP,ion,C3Co1H6O9,Type-1,KURFIP_ion_pacman_node0
3931,KURFOV,ion,C3H6Mn1O9,Type-1,KURFOV_ion_pacman_node0
3932,KURFUB,ion,C3H6Ni1O9,Type-1,KURFUB_ion_pacman_node0
2581,KURTAV,ASR,C2Fe1,Type-1,KURTAV_ASR_pacman_node1
5985,KURTAV,ASR,C4Fe1,Type-1,KURTAV_ASR_pacman_node0
14767,KURTAV,ASR,In1,Type-1,KURTAV_ASR_pacman_node2
2582,KURTAV,FSR,C2Fe1,Type-1,KURTAV_FSR_pacman_node1
5986,KURTAV,FSR,C4Fe1,Type-1,KURTAV_FSR_pacman_node0
14768,KURTAV,FSR,In1,Type-1,KURTAV_FSR_pacman_node2
2583,KURTEZ,ASR,C2Fe1,Type-1,KURTEZ_ASR_pacman_node0
13876,KURTEZ,ASR,Fe1,Type-1,KURTEZ_ASR_pacman_node2
14769,KURTEZ,ASR,In1,Type-1,KURTEZ_ASR_pacman_node1
2584,KURTEZ,FSR,C2Fe1,Type-1,KURTEZ_FSR_pacman_node0
13877,KURTEZ,FSR,Fe1,Type-1,KURTEZ_FSR_pacman_node2
14770,KURTEZ,FSR,In1,Type-1,KURTEZ_FSR_pacman_node1
2585,KURTOJ,ASR,C2Fe1,Type-1,KURTOJ_ASR_pacman_node0
13878,KURTOJ,ASR,Fe1,Type-1,KURTOJ_ASR_pacman_node2
14771,KURTOJ,ASR,In1,Type-1,KURTOJ_ASR_pacman_node1
2586,KURTOJ,FSR,C2Fe1,Type-1,KURTOJ_FSR_pacman_node0
13879,KURTOJ,FSR,Fe1,Type-1,KURTOJ_FSR_pacman_node2
